# RESEARCH-ONLY — NO PUBLICATION OR IMPLEMENTATION AUTHORISED
# EXPANDED to 29 pillars × 16 question types. EVERY row is an expert hypothesis, NOT an observed search — no autocomplete/PAA/GSC source was available. Do not present these as demand evidence.
pillar,question_type,question,discovery_source,observed_or_hypothesised,domain_owner,intended_answer_format,evidence_required,expert_review_required,existing_answering_url,citation_potential,implementation_status
Estimation,Risk,What can go wrong with estimation?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Estimation,Mistake,What mistakes do people make with estimation?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Estimation,Documents,What documents result from or are needed for estimation?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Checklist,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Estimation,Chennai-specific,What is specific to estimation in Chennai?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Estimation,Locality,Does estimation differ by Chennai locality?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Locality hub section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Estimation,Follow-up,What is the next step after estimation?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Estimation,Should I,Should I get estimation for my project?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Estimation,How do I choose,How do I choose a provider for estimation?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
Estimation,What happens if,What happens if I skip estimation?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
BOQ,Definition,What is boq and what does it involve?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Glossary/definition block,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
BOQ,Cost,What does boq cost in Chennai and what drives the price?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Cost guide (dated methodology required),Dated methodology,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
BOQ,Scope,What is included and excluded in boq?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
BOQ,Comparison,How does boq compare with the main alternative?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Comparison table,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
BOQ,Qualification,Who is qualified to perform boq?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Credentials + registration scheme,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
BOQ,Process,What is the step-by-step process for boq?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Numbered process,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
BOQ,Timeline,How long does boq take?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
BOQ,Risk,What can go wrong with boq?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
BOQ,Mistake,What mistakes do people make with boq?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
BOQ,Documents,What documents result from or are needed for boq?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Checklist,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
BOQ,Chennai-specific,What is specific to boq in Chennai?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
BOQ,Locality,Does boq differ by Chennai locality?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,Locality hub section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
BOQ,Follow-up,What is the next step after boq?,Expert hypothesis — construction/property decision-journey reasoning,HYPOTHESISED — NOT an observed search,Buildogram,FAQ / guide section,Expert-reviewed source,YES,PENDING — assign after 51-content-format-decision-matrix,HIGH — decision-journey answers are the primary AI-citation surface,NOT_AUTHORISED — research only
